Day of the week,Time of day,Amenity type,Distance to amenity,User rating of parking,Handicap accessible,Price
1,1607,7,1899,1.4387047731462062,1,15.0
4,1951,7,1316,4.446497913784317,0,31.0
1,1176,5,3427,3.74185972669527,0,24.0
6,946,1,589,2.607077439063269,0,26.0
3,1977,2,2605,4.362952353189675,1,28.0
3,1254,5,3766,1.9358236325394444,1,14.0
7,1582,6,4327,2.3563325330795206,1,16.0
2,1679,4,2632,2.993139782555816,1,21.0
7,948,1,1398,3.8756238943150203,0,28.0
6,1468,7,3837,4.2217927357773295,0,26.0
6,1043,6,2158,3.885074095556074,0,26.0
6,1037,1,1021,2.119995447855008,0,21.0
1,1642,1,4828,2.565411671855019,0,17.0
1,1438,6,1403,3.999347584031191,0,29.0
1,1168,5,3498,3.8651842588554484,0,24.0
6,1178,7,786,2.3844368514615146,1,24.0
3,1874,5,2664,4.947274843659372,1,31.0
3,1920,7,931,1.950055445299642,0,21.0
7,814,10,307,3.116945447860254,1,31.0
2,1987,3,3069,2.8286048987967165,1,20.0
7,1635,10,3098,3.027692175426887,0,21.0
2,1688,7,1928,1.6704103844514324,0,16.0
3,985,8,3235,4.24699760837156,0,26.0
2,1691,3,4295,4.234567179800722,0,25.0
7,1318,3,3271,3.5207212476043726,0,23.0
7,1868,2,3200,3.996783724793598,0,25.0
2,1827,7,2953,2.9449202260286325,0,20.0
2,1235,7,1540,2.9924941124184152,0,23.0
3,1433,4,984,1.3205952975550646,0,17.0
2,1971,9,2875,4.547626192921541,0,28.0
6,1881,1,4224,1.371855317933234,1,11.0
2,911,9,961,2.6750993996633547,0,24.0
6,1592,10,3035,2.668414794304957,1,19.0
2,894,6,3232,1.335708287802904,1,12.0
3,1815,4,489,1.0931104664670421,1,19.0
5,1227,4,3634,3.3283543874842954,1,21.0
3,1371,2,2863,3.941392899477084,0,25.0
7,905,5,1207,1.6433078452531693,1,18.0
1,1711,3,3051,3.1775306407056747,1,21.0
5,967,1,3196,2.9900965743287653,0,20.0
5,1168,2,2671,1.7514276127340338,0,15.0
6,1614,4,4257,4.205911109093407,1,25.0
6,1469,4,1583,4.692626475901243,0,32.0
2,1933,9,3177,4.316945185435912,1,27.0
5,1979,10,3973,4.123712332776227,0,25.0
2,1808,7,3084,2.817553815595445,1,19.0
3,1998,9,3709,4.985961695686603,0,30.0
2,1782,3,3655,4.703162603986393,0,28.0
6,872,9,2648,2.218192837411528,0,17.0
4,1163,8,2228,3.392594887369739,1,24.0
2,941,3,164,1.4102200725300538,0,25.0
3,1924,4,319,4.937275078971192,1,40.0
6,1847,4,3133,2.5815932957906904,0,18.0
7,1923,6,1189,3.1640344284990785,1,25.0
3,1333,10,1994,4.403649806259523,1,29.0
2,927,2,4573,3.9306163648437074,0,24.0
1,1035,5,4306,2.303144174384932,1,16.0
7,1086,10,2542,3.1824124856950817,0,22.0
7,1038,6,1408,1.1279686502339743,0,14.0
2,860,10,1684,1.3270221310634076,0,15.0
5,1663,7,4918,1.2411737662164652,1,10.0
2,1945,2,2313,3.8062379617550945,1,26.0
1,830,3,3976,3.0491554269916024,1,20.0
1,918,6,1886,3.2848566123547145,1,24.0
2,1518,3,2672,2.629689698886702,1,19.0
6,1142,9,2192,4.894598544571041,1,31.0
1,1890,3,1317,3.711436507154692,1,28.0
1,1337,4,971,2.7190333066270505,0,24.0
7,1298,10,3609,1.020980143915664,1,10.0
3,1053,3,2864,1.013272662704468,0,11.0
5,983,6,1313,4.829610670577302,0,33.0
6,1062,5,3345,1.7255151614097581,1,14.0
6,1985,5,1969,2.8699314056465233,0,22.0
5,1224,3,3375,1.7463277473566423,0,14.0
2,847,10,2392,4.882789803467759,1,31.0
6,1090,1,559,3.6434654077467337,1,32.0
4,1478,1,2902,4.101745999141409,1,26.0
6,1303,7,3748,1.630341521872909,0,13.0
7,1273,1,3647,4.031967874342438,1,25.0
7,1504,10,2583,2.6494731654966097,1,19.0
3,1578,6,2058,1.5295458570951537,0,15.0
4,1502,9,4929,3.4276223092135756,0,21.0
4,1359,5,2901,2.6955856543943733,1,19.0
7,1094,5,4916,3.1211765851963356,1,19.0
3,1484,1,4198,2.1434210050625,1,15.0
5,1010,4,2885,3.2955339256632468,1,22.0
3,1685,4,3492,4.08676385025363,1,25.0
3,1116,6,3085,1.6352931115064853,1,14.0
3,1834,4,3744,2.4360495799748287,0,17.0
4,972,4,1803,4.159552001193525,0,28.0
7,1176,4,4683,3.620379103350269,0,22.0
2,1204,8,4019,2.725848564785215,1,18.0
7,1666,5,4558,4.9900092866046775,1,29.0
1,1252,1,4648,3.572811471675044,0,22.0
3,1210,10,4061,4.074326383254108,0,25.0
5,1644,9,4467,4.628631327084456,1,27.0
5,1509,10,603,3.6558760742043637,0,31.0
1,813,8,4015,1.4639964927270275,0,12.0
2,854,1,2017,4.898106507010533,0,32.0
2,1076,7,4020,2.522432769328039,1,17.0
2,918,8,1021,2.8753928540573654,1,25.0
5,1580,5,2388,2.261418631682139,0,18.0
2,1732,9,2610,2.1762544915063273,1,17.0
4,860,6,4021,2.3779064193955386,0,16.0
1,940,5,739,4.624316280601952,1,35.0
7,1701,7,4684,4.900213947097765,1,29.0
5,1280,1,580,4.429034176567026,1,35.0
4,1474,10,3825,2.1568302472406944,1,15.0
2,1198,1,1835,1.5746171010756966,1,15.0
5,1732,9,1755,2.6706965033787595,1,21.0
5,945,2,3558,2.323225525774247,1,17.0
7,2000,4,843,2.1568540740502686,1,22.0
2,1870,2,3192,4.66427180562145,1,29.0
7,972,3,2369,2.1509777350931123,0,17.0
5,1131,9,4814,2.8552153064416066,0,18.0
3,1016,5,2080,3.6723516759153614,0,25.0
4,1856,6,4480,1.2765641792038376,0,11.0
6,1045,4,4192,1.7273459724659106,0,13.0
7,1604,4,829,1.6346704544178596,1,20.0
4,1611,2,1830,1.517853438761823,1,15.0
7,1768,5,3253,3.335408167104649,0,22.0
3,1507,10,4338,2.5458400589949317,1,17.0
5,1396,7,3954,2.4615173110754927,1,17.0
7,1682,10,1982,1.4735425092265864,1,15.0
4,1540,3,4276,1.9902917640377704,0,14.0
4,1042,8,245,3.2257286958112816,0,33.0
6,1928,5,4929,3.418776045780177,1,21.0
3,1832,1,1473,4.25796954428605,1,30.0
2,1959,1,3140,1.6161230759939853,0,13.0
6,858,1,2485,2.097435442187697,1,17.0
6,1714,7,2075,1.8476462897455472,0,16.0
1,1394,5,4555,3.731410578252035,0,23.0
5,1088,9,3179,2.7707116640874863,0,19.0
4,1585,8,3212,1.9134078132949495,1,15.0
1,1206,8,2981,3.4998742770789915,1,23.0
1,1345,7,1559,3.204588510354787,1,24.0
4,1027,4,1113,3.269398338137358,0,26.0
4,1425,5,2245,2.3934179121003867,0,19.0
7,1194,2,1154,3.332340952548715,1,26.0
1,1065,5,2061,4.244897776621821,1,28.0
6,1258,3,4613,4.679217063499389,1,27.0
7,1805,6,3773,1.3539107983543164,0,11.0
3,870,9,2649,1.4846911639472924,1,13.0
3,1781,2,1292,3.9674218559940844,1,29.0
7,1326,1,650,4.434035217564819,0,35.0
6,895,7,3060,3.1750320849416624,0,21.0
3,1474,4,4386,2.9103157961304635,0,19.0
5,1174,1,3117,2.994090625315947,0,20.0
6,1302,8,1381,3.8716588807909087,0,28.0
2,1235,2,4965,3.500966813911071,0,21.0
2,1504,5,505,3.2084467539729777,0,30.0
5,856,5,1833,4.865698410533039,1,32.0
5,1079,2,3741,2.434110778201474,1,17.0
1,1391,2,1435,3.0633522137006577,1,24.0
3,1458,2,3659,4.64395219395945,0,28.0
6,1066,2,950,4.106537842699105,1,31.0
4,1361,6,4405,1.947562013272771,1,14.0
2,1035,1,840,3.726947693704958,0,30.0
3,899,9,137,3.2741367164065402,0,34.0
4,985,8,3944,4.966495385618279,1,29.0
7,1341,4,3681,3.0096315846497577,0,20.0
6,1171,1,4034,1.3754937982260684,1,11.0
6,1870,4,4337,2.29290850811517,0,16.0
5,1959,4,2133,4.307675371749653,0,28.0
5,1135,8,2694,1.0327041256715268,1,11.0
2,1364,1,3093,4.798169389120799,0,29.0
3,1441,10,4687,3.7856907134861286,0,23.0
3,1737,2,3491,2.638110833397559,1,18.0
3,1026,6,3110,3.7829973695728847,0,24.0
5,955,3,655,2.799745062639974,0,27.0
2,1098,1,2176,4.61714154446263,1,30.0
5,1760,4,1155,2.053750096309591,0,20.0
7,1730,10,1294,3.1972962604059165,1,25.0
1,1577,1,2562,3.5167058032564533,0,24.0
7,1308,5,4346,4.3253492794984005,1,26.0
5,1624,2,2124,1.1210537324870735,1,13.0
2,1589,8,4279,3.6091374569071095,1,22.0
6,1868,6,4589,3.715091195267196,0,23.0
7,957,3,2226,3.4300449884471362,0,24.0
1,1117,4,1147,2.107228808607178,0,20.0
7,1277,4,1056,1.9574716489119646,1,20.0
1,1570,5,585,3.3659093512095994,1,30.0
3,1863,3,713,4.990571905773287,1,37.0
7,1953,4,751,2.5692768499239267,1,25.0
2,1907,6,4919,4.287826238819031,1,25.0
4,971,3,497,3.3339232112747097,0,31.0
1,1840,8,3597,3.5814377578881205,0,23.0
2,1330,7,4536,1.013984997729993,0,9.0
4,1977,4,3648,4.414515544893389,0,27.0
7,1548,3,855,2.4992846809605593,0,24.0
1,1406,7,2703,1.9388686919556641,0,16.0
7,1273,9,1978,1.1235034866724973,1,13.0
6,1483,1,2421,4.315194355899722,0,28.0
4,894,2,3125,1.3632973987907837,0,12.0
7,1113,8,4538,1.822121991250714,0,13.0
1,897,9,2385,2.8663010872715287,1,21.0
7,1720,3,3426,2.2175678676001493,0,16.0
1,1145,2,3019,2.3469961530200325,1,17.0
6,818,6,4635,2.8610902554029907,0,18.0
2,1847,6,4657,1.397680965972783,0,11.0
3,945,9,4675,3.294201791139846,0,20.0
2,1150,5,448,3.828586178025672,1,33.0
2,959,2,4342,4.330520735475508,1,26.0
6,990,10,2464,2.0051789965376687,1,16.0
6,1751,10,2729,2.9471080671513508,1,21.0
4,1255,3,4437,4.349306057629132,0,26.0
6,841,2,1955,4.129750942262254,1,28.0
4,1477,4,4428,2.4948991462298555,1,17.0
6,1327,4,4267,1.7679243633359816,0,13.0
1,1904,2,2811,2.866113795050997,0,20.0
7,1263,5,3485,2.2186642588401266,0,16.0
4,1895,5,3785,3.108552106622946,1,20.0
5,1022,10,1396,1.2738430216395429,0,15.0
3,1803,9,2326,4.3416563072137615,1,28.0
7,1422,9,404,1.663619131463729,0,23.0
3,1525,7,2977,3.2310930211726245,0,22.0
7,1490,3,2718,3.0571373518651757,0,21.0
1,1246,3,759,4.160054422232197,0,33.0
7,1955,1,313,3.516966196688666,1,33.0
1,1773,4,1298,1.7839382808446245,1,18.0
6,845,3,1618,3.376789498524046,1,25.0
6,1572,3,4680,4.35263654421461,1,26.0
2,1277,7,538,4.347105528603866,0,35.0
2,1215,1,3280,2.4585651575461607,0,17.0
2,957,7,1625,3.5425444256290377,0,26.0
6,1517,2,2018,4.591026761538632,0,30.0
2,1537,2,64,3.0398175974681965,1,34.0
2,1112,2,891,2.4054093959939014,1,23.0
6,1826,6,3969,1.886794289370762,0,14.0
5,1148,10,235,1.2209338686374926,0,23.0
3,1226,6,764,2.0646994550344333,0,22.0
5,1913,2,4135,4.402047804088486,1,26.0
4,1787,6,3202,1.5534253269567149,0,13.0
4,1932,4,1231,1.2854967725799153,1,16.0
6,1604,9,1176,4.001112324033825,1,30.0
4,1139,10,521,2.5047636730196037,1,26.0
3,942,1,4163,3.0245057029677405,0,19.0
3,1961,1,516,4.550231551079474,1,36.0
5,1776,9,380,2.0243025604922495,0,25.0
7,1900,10,542,4.054701362454578,1,34.0
6,960,5,2214,3.3356210195225198,0,23.0
1,1071,5,3367,1.8247438892786056,1,14.0
6,973,2,2310,3.3877721373989997,1,23.0
7,932,5,913,2.2263357977608806,0,22.0
5,1120,5,4458,1.6351046401222833,0,12.0
1,995,2,400,3.036701390227637,1,30.0
4,1598,4,2121,1.3532816520642736,0,14.0
3,1104,10,2281,1.8373983310621118,1,16.0
3,1530,1,2158,4.706051870392248,1,30.0
5,1583,1,4992,1.1131391097141954,0,9.0
2,1196,8,298,1.2246399358635487,1,22.0
4,1347,10,53,3.3557949047156286,0,36.0
2,1114,3,1358,3.0489993286351442,0,24.0
4,1971,4,2951,3.5916983462696774,0,24.0
1,1427,6,740,2.951400981109254,1,27.0
1,812,5,4370,2.9544867412755926,0,19.0
7,1838,5,1272,2.4542466747377127,1,22.0
4,1722,4,4858,2.748800981842173,0,18.0
5,988,7,4999,4.383987671934319,0,26.0
2,1973,3,2479,1.3540903724127298,1,13.0
4,1567,9,2161,4.253877874145844,0,28.0
1,1255,6,686,3.541841688045356,1,30.0
2,868,9,4441,4.583959595039416,1,27.0
1,991,3,2003,2.9897619393194907,0,22.0
4,1048,7,1454,1.2385190975281124,0,15.0
2,1936,8,4367,3.3743735834690756,1,21.0
3,1073,3,2587,3.4746716643672504,1,23.0
3,1050,6,1864,1.6512632738615638,0,16.0
4,1348,2,4962,3.514847208540703,0,21.0
5,983,1,4281,4.70602376129205,1,28.0
3,1163,8,4854,3.7443420292981173,1,23.0
7,924,2,2977,2.070594854549937,0,16.0
5,1056,2,3331,4.325260022403658,1,27.0
7,1326,1,204,4.492857360571914,0,40.0
4,859,9,1367,4.014122379519898,0,29.0
2,1433,10,4920,3.6332674079482867,1,22.0
7,1710,2,539,4.898904518784347,0,38.0
3,1645,9,3779,2.860416084704547,0,19.0
1,1849,7,4910,2.4431198812854835,0,16.0
6,1780,7,516,3.552415914498746,1,31.0
4,941,10,1837,1.9201808432452125,0,17.0
4,909,10,3488,3.2512822075097163,0,21.0
5,864,3,1519,1.5950313149800746,1,16.0
4,1444,8,172,4.827747636858039,0,42.0
1,1424,10,4333,4.502645553273915,1,27.0
5,1693,9,4428,1.807335222106473,1,13.0
3,1509,8,3461,4.024825575166544,1,25.0
3,1489,1,456,1.8417671407075953,1,23.0
2,967,10,3639,4.473107239279747,0,27.0
5,1581,6,364,4.829480878465901,0,39.0
2,1235,8,4357,3.4392690584147587,1,21.0
7,1732,6,3639,2.0602239221158833,0,15.0
7,1650,7,4161,4.56488351356838,1,27.0
4,1500,7,1051,1.2398547277141678,1,16.0
1,1998,5,3237,3.2073137388614925,0,21.0
5,1287,9,2929,4.813192899335453,0,30.0
3,1536,2,2299,4.467875796510658,0,29.0
5,1572,6,4490,3.369131405251834,0,21.0
2,1821,1,344,4.061721539013415,1,36.0
6,1307,9,4090,3.3591014383661495,0,21.0
5,1223,2,2409,1.1521840838902562,0,12.0
5,844,4,3527,2.564892368994127,0,18.0
1,1497,8,895,3.1281301118740568,0,27.0
3,1863,9,4483,4.6450292104977216,1,27.0
2,1970,4,4556,4.4741702531201515,1,26.0
5,1345,2,2954,4.628776064359359,0,29.0
4,1635,7,4275,4.354418101788205,1,26.0
4,1303,7,3159,3.82789012397927,0,24.0
4,1239,2,4199,1.6931469836119026,1,13.0
5,1977,2,3384,1.9804856327859635,1,15.0
6,1524,1,1724,4.2459921113528125,1,29.0
1,1421,7,400,4.875792218679143,1,39.0
4,997,6,4371,4.189353502890324,1,25.0
2,1406,7,635,3.5496678562383703,1,30.0
4,994,8,786,3.607906411496361,0,30.0
3,1997,10,4361,2.255461205207462,1,16.0
7,1300,10,3827,2.0143606524013764,1,15.0
5,1515,5,1361,2.2393250498775754,0,20.0
6,1611,5,976,1.4457612164088967,0,18.0
1,1581,1,422,1.5286274049348823,1,22.0
4,1886,4,662,2.1728834112274105,0,23.0
6,1298,6,4140,3.3671016142314163,0,21.0
7,1799,8,2690,4.074205971855694,0,26.0
1,1139,7,1438,3.4560288817243143,1,26.0
1,1566,1,2251,2.8468974037151598,1,21.0
5,1020,7,1626,1.2083135054840892,0,14.0
7,1642,5,1749,4.502141189166776,0,30.0
3,1412,7,216,2.628171612404889,1,30.0
1,1233,6,2714,2.5859652238194872,0,19.0
4,1919,8,4073,3.7047573777179017,1,23.0
4,1040,3,2634,4.023807545853793,1,26.0
4,1761,9,1754,1.481352907609827,0,15.0
6,1870,6,91,1.6309603975209135,1,27.0
4,1694,8,3746,3.1395579819417563,1,20.0
7,1839,2,337,1.568413594386755,1,23.0
5,1406,8,1858,3.6524405947210647,0,26.0
6,1366,1,2310,2.6002719264022374,0,20.0
4,1503,2,4673,2.9451038691952354,1,19.0
4,1485,8,1136,2.5927377455153366,1,23.0
6,909,4,906,4.333464230431523,0,33.0
3,1209,6,623,4.720655932222183,0,36.0
2,1623,9,3651,4.304980866651208,0,26.0
5,1239,7,3377,2.176477765780695,0,16.0
4,1126,5,4690,1.953460231425813,0,14.0
7,1920,8,4166,2.515368157989368,0,17.0
4,1766,5,2795,3.068097305548121,1,21.0
1,1762,6,4209,2.5191294227811567,0,17.0
4,1259,8,4730,1.911093373516258,1,14.0
1,1943,4,4320,1.1930993141805022,0,10.0
7,1403,3,2198,4.65238820388663,0,30.0
4,1558,6,3257,2.6032169464754533,1,18.0
5,1211,3,2435,1.5533861147288137,1,14.0
3,1526,3,4079,1.2514217034162582,1,11.0
4,877,1,3918,1.0556472840639142,1,10.0
3,1769,10,1161,3.47743572967088,1,27.0
2,1780,4,4741,1.7152517180239637,0,13.0
1,1450,10,853,2.6161882268193737,1,24.0
5,980,10,1321,2.2214038043401816,0,20.0
4,851,1,1647,4.035553719191279,0,28.0
1,847,1,473,1.4676255512852383,1,21.0
5,1151,8,4107,1.0935074354178762,0,10.0
2,1103,1,4896,2.736927452151579,0,18.0
2,1968,4,2800,4.337440379325651,1,27.0
7,1395,8,2256,3.7054146042883955,1,25.0
5,903,1,3864,3.896657960511481,1,24.0
1,1480,6,3142,4.8101484518482955,1,29.0
4,1584,9,329,4.318052578691784,0,37.0
3,938,8,2085,3.8454818965008646,1,26.0
1,1483,7,3326,2.2003718251969047,1,16.0
7,1074,6,4259,3.8621587904225017,0,24.0
4,1206,7,2132,3.6980640870057133,1,25.0
5,1387,5,973,3.994452779941972,1,31.0
7,1839,2,3143,1.1834411882171287,1,11.0
6,1993,5,2503,3.8734847098431624,0,26.0
3,1727,5,2191,2.1948009703313494,1,18.0
6,1510,7,742,1.686014635347044,0,20.0
7,861,2,1488,4.485490549753292,0,31.0
6,967,7,3155,1.2369301147604044,1,11.0
2,1589,10,1054,3.0461439365615623,0,25.0
6,1765,3,3119,2.5208285322744217,1,18.0
7,1142,9,2395,1.2220137365669088,0,13.0
7,1192,8,3434,4.48900490279688,0,27.0
6,1557,2,2444,4.550056946552206,1,29.0
2,950,5,2411,1.8732687811508502,0,16.0
5,1907,5,1061,1.606835469190941,1,18.0
2,1758,7,2172,1.3695400169431324,1,14.0
3,1166,8,164,1.8522886109848287,1,27.0
2,1121,5,3849,2.5089513983881364,1,17.0
6,1522,5,3472,3.3572194181511392,1,22.0
1,1172,2,4921,3.1227041350768348,0,19.0
3,1806,1,1883,4.226382827252591,1,29.0
3,1954,2,4787,2.975871254245638,1,19.0
5,996,7,2639,3.7546269642140664,0,25.0
7,1741,7,4676,2.16575980920651,0,15.0
7,1252,1,4201,1.3737071139059172,1,11.0
6,1082,8,2882,3.2913992842556556,0,22.0
6,1742,9,1449,1.8687595482621884,0,18.0
1,1056,2,1507,2.576353687412733,0,21.0
6,1647,6,1394,2.5724028078870966,0,22.0
4,988,9,941,1.205080683899427,0,17.0
2,1002,9,1221,2.388090141914344,0,21.0
4,1145,5,1781,4.352467134745396,1,29.0
4,1229,8,752,3.625041350887898,0,30.0
2,1401,4,2563,3.177114399291996,0,22.0
4,1896,7,650,1.1032183897214431,1,18.0
2,926,9,486,1.6827324481163783,0,22.0
2,992,7,1824,3.5864060609867923,0,26.0
6,1168,10,2572,2.2853012332288034,1,18.0
6,1992,5,728,2.884783919235453,1,26.0
3,1405,4,231,1.3396668293001728,1,23.0
6,835,9,234,4.803461909845426,0,41.0
1,886,8,2193,3.365518836251661,0,24.0
1,1305,1,2669,2.2219201137934057,0,17.0
1,1136,7,1531,4.023750012474313,0,29.0
6,1228,6,3581,1.0846138753435959,0,10.0
4,909,1,4262,1.6829689146891225,0,13.0
5,1267,9,1039,2.493822259875927,0,23.0
5,1481,8,656,4.738263103409281,1,36.0
4,1202,2,2793,2.7170960852957484,1,19.0
5,1462,7,1197,2.9784177711122544,0,24.0
7,1408,9,3107,1.604024415111831,0,13.0
7,828,6,3069,3.602501137149904,1,23.0
7,1297,10,1277,4.698408689663566,0,33.0
1,1439,8,4654,1.1463993262647754,1,10.0
5,1437,7,4815,4.827300958515044,1,28.0
3,1208,1,2994,1.3006950752429463,1,12.0
3,921,9,2038,4.067207093612268,0,27.0
7,1082,1,3839,4.4386532482943295,0,27.0
2,1057,9,3210,2.2724621846385498,1,17.0
2,1216,3,1845,2.151570832070156,1,18.0
3,1200,8,2078,4.413775756643922,1,29.0
6,1463,4,1354,1.6851868494240438,0,17.0
3,882,10,2028,1.488072095711602,0,15.0
1,1808,4,2998,2.9122240666411545,1,20.0
2,1585,8,3509,4.9650784698619965,1,30.0
7,1943,10,4226,4.44322890857903,0,27.0
5,1734,9,1743,2.693082429737889,1,21.0
4,1466,4,2132,1.4278977431232067,1,14.0
6,1202,2,596,1.4751041085835421,1,20.0
2,1265,1,1588,1.0191703673351653,1,13.0
6,1503,5,1877,4.910981711898353,0,32.0
3,885,5,4924,3.9048648359424964,1,23.0
1,1024,4,58,1.6320836100005316,0,28.0
2,1538,10,4210,4.793890250171549,1,28.0
4,911,8,1417,1.001073275696911,0,14.0
4,1319,7,2585,3.8049877751318855,1,25.0
1,1522,2,203,1.934360287446021,0,27.0
7,1561,3,3412,3.4485387522899855,1,22.0
3,1735,7,4398,4.2855383732442585,0,26.0
5,1394,8,273,1.3417263696318487,1,23.0
5,864,10,1219,4.081665395783366,1,30.0
5,1127,6,352,1.3759268406226046,1,22.0
5,1925,4,4482,2.163012575986003,1,15.0
5,1024,10,1708,4.498410789194245,1,30.0
5,1856,5,1662,4.060131284982093,1,28.0
7,976,10,950,2.342296499430884,1,22.0
2,1956,9,1421,2.548787896161288,0,22.0
6,1333,5,705,3.141263634257504,0,28.0
2,1559,2,3178,2.4760907138678157,0,18.0
5,842,1,4651,4.5238148720139435,0,27.0
4,1133,5,2925,1.0787435642723415,1,11.0
4,993,9,4275,2.771838652101059,0,18.0
6,1599,8,3584,4.449141114589128,1,27.0
4,1799,5,2193,3.417435525792316,0,24.0
4,1193,2,2034,3.4176021858383665,0,24.0
7,1994,4,1879,3.3277062713688186,0,24.0
6,959,4,4618,1.8821201490619286,1,13.0
2,1184,5,1520,1.7452406758243972,1,17.0
3,1336,10,329,4.458366979421825,0,38.0
4,945,5,4989,2.976189214252754,0,19.0
6,1423,4,1745,3.010097590982209,1,23.0
5,1437,5,3581,3.4906166606879783,0,22.0
6,1328,4,1547,3.010515393010405,0,23.0
3,891,7,4551,1.9300925705525067,0,14.0
7,919,3,3230,2.5763460903469495,0,18.0
4,1143,8,1688,2.3056810264543213,0,19.0
1,1402,6,3629,3.871516567982899,0,24.0
2,872,5,390,2.6337006548660225,0,28.0
4,1784,9,1607,3.2118579343299696,1,24.0
2,980,10,2422,4.161026210225689,1,27.0
6,1565,8,3408,3.8039506549955533,0,24.0
4,1132,2,2200,4.490107441131641,0,29.0
3,1012,5,742,2.8379622378920857,1,26.0
7,1573,3,2362,3.4708048189714478,1,24.0
6,1747,4,2517,1.387818119583414,0,13.0
5,1850,8,1127,2.986143823684929,0,25.0
3,1755,3,3392,1.4360078319537624,1,12.0
5,1623,1,2744,2.3746071090088225,0,18.0
6,1232,6,2477,4.771760187048907,1,30.0
4,991,8,3076,4.202242315672768,0,26.0
3,1434,3,1859,3.508463222826332,0,25.0
1,1790,1,1380,2.599626934983164,0,22.0
3,1654,7,2596,1.400388391863161,0,13.0
4,1635,3,1614,3.1496183767074366,0,24.0
5,1910,1,416,1.035278056565839,0,20.0
1,1397,8,1726,2.559323895739474,1,21.0
3,891,5,785,4.195290990694584,1,33.0
1,1588,1,4862,3.4005108530863484,1,21.0
3,1333,7,1254,1.3422021005892781,1,16.0
3,913,3,4673,2.181520301082518,1,15.0
7,1056,7,4607,4.918508239720596,0,29.0
3,1507,8,2166,3.7188737349261864,1,25.0
7,1227,9,2353,1.8280742266047052,0,16.0
2,1634,4,1583,4.7924894059277126,0,32.0
7,1967,6,2271,3.881603487573688,0,26.0
7,1606,7,1575,2.0353386420560695,1,18.0
4,1562,6,2656,4.337186142633964,0,28.0
5,960,5,2762,4.919375047851398,1,30.0
5,1682,5,1732,4.495139835029473,0,30.0
2,1930,8,1336,3.772097132340896,0,28.0
2,1667,9,2094,1.1844978054395434,1,13.0
3,1111,7,2383,3.074379373295151,1,22.0
6,1327,7,2281,2.9670865005203164,0,21.0
2,1995,4,2727,4.286457619172445,1,27.0
3,1158,10,4408,3.4041055217464726,1,21.0
7,1132,6,1483,1.9622256372667297,0,18.0
6,1419,7,3666,4.38362828061857,1,27.0
5,1356,10,3912,1.3433260629181474,1,11.0
7,1496,9,3393,1.5022974401130802,1,13.0
7,837,8,4791,2.5453318660996587,1,17.0
5,1990,6,4491,2.721057540705612,0,18.0
2,1017,2,2959,2.03368341439072,0,16.0
5,942,4,4993,4.277649502151588,0,25.0
6,1743,4,3105,1.97068251301453,1,15.0
7,1174,7,1391,3.373304249130422,0,26.0
2,1379,2,3767,2.541374045583622,1,17.0
2,1379,6,1250,1.1214417417115072,1,15.0
4,1500,8,4515,1.4722257862276376,1,11.0
5,1001,6,3944,2.1789385562855257,0,15.0
5,867,4,1164,4.398011489816961,1,32.0
3,1963,10,2974,4.188525923910108,1,26.0
1,1243,2,4560,1.5179552495328381,1,12.0
1,1103,5,1610,1.9651482940148846,0,18.0
3,1629,6,4445,3.327417587797907,0,21.0
1,1162,8,3945,2.5831700998628615,1,17.0
3,1711,8,3165,3.1611215196653477,0,21.0
2,1345,4,1357,1.9624275019451614,1,19.0
6,867,9,3151,1.4124018284342448,0,12.0
6,1705,7,4291,1.8457266051037968,1,14.0
2,1368,6,1521,2.5763224849758157,0,21.0
4,1761,9,3180,1.386137464052442,0,12.0
5,1224,10,243,4.05865503960735,0,37.0
3,1452,3,2088,1.964540078981262,1,17.0
4,1448,8,447,2.1093746551465102,0,25.0
4,943,9,3642,2.9468831473067807,0,20.0
5,1598,8,351,3.0579751006606717,0,31.0
1,1294,2,1946,3.53509779779284,0,25.0
4,1952,2,1635,1.3000038508189324,1,15.0
2,1335,10,3963,1.3158462591078526,1,11.0
6,1962,3,3881,2.220462120464001,1,16.0
7,843,1,3590,3.4782891766920865,1,22.0
6,1374,2,1327,1.0651083468541196,0,14.0
4,1002,5,4080,3.5906001399340455,0,22.0
1,1891,9,1197,3.0583660676407574,0,25.0
4,897,9,4073,1.6095900670805618,1,12.0
4,878,1,382,1.8031997154327755,0,24.0
3,1102,3,503,4.4379873034411705,0,36.0
1,982,3,4987,1.090572643620456,0,9.0
2,926,9,293,1.4817380985722495,0,23.0
4,1723,8,241,4.530099609193698,1,39.0
1,810,6,2251,4.130733231239043,0,27.0
1,919,5,2628,4.274204292411342,0,27.0
3,1645,4,3037,1.9574120228591942,0,15.0
4,971,3,1195,2.358560025856362,1,21.0
3,1296,8,2746,3.121015244584034,1,21.0
4,1988,4,4190,4.045427770647343,0,25.0
6,1962,2,3238,2.4874481436987375,0,18.0
2,1844,1,2195,2.1048675613035632,1,17.0
2,837,8,4482,4.018666371746055,0,24.0
6,1039,5,160,1.305059129145544,0,24.0
1,1920,6,1512,1.451485387528316,0,16.0
6,1576,9,2147,2.5902570004953573,0,20.0
2,801,6,1858,4.4508943791129765,0,30.0
3,860,6,3637,4.152721614471615,0,26.0
6,1563,1,3365,3.861572361900353,0,24.0
6,1238,4,802,4.567627462785504,1,34.0
7,1719,5,2628,1.6198475009206064,0,14.0
